,Rank,Name,Symbol,MainLink,HistoricalLink,Git_hub,Tags
99,100,Dash,DASH,https://coinmarketcap.com/currencies/dash/,https://coinmarketcap.com/currencies/dash/historical-data/,https://github.com/dashpay/dash,"Mineable,Hybrid - PoW & PoS,X11"
100,101,Akash Network,AKT,https://coinmarketcap.com/currencies/akash-network/,https://coinmarketcap.com/currencies/akash-network/historical-data/,,"Cosmos Ecosystem,AI & Big Data,Distributed Computing"
101,102,PancakeSwap,CAKE,https://coinmarketcap.com/currencies/pancakeswap/,https://coinmarketcap.com/currencies/pancakeswap/historical-data/,https://github.com/pancakeswap,"Collectibles & NFTs,Decentralized Exchange (DEX) Token,DeFi"
102,103,MX TOKEN,MX,https://coinmarketcap.com/currencies/mx-token/,https://coinmarketcap.com/currencies/mx-token/historical-data/,,"Marketplace,Centralized Exchange (CEX) Token,Discount Token"
103,104,Arweave,AR,https://coinmarketcap.com/currencies/arweave/,https://coinmarketcap.com/currencies/arweave/historical-data/,https://github.com/ArweaveTeam/arweave,"Distributed Computing,Filesharing,Storage"
104,105,Zilliqa,ZIL,https://coinmarketcap.com/currencies/zilliqa/,https://coinmarketcap.com/currencies/zilliqa/historical-data/,https://github.com/Zilliqa/Zilliqa,"Mineable,Platform,Payments"
105,106,Oasis Network,ROSE,https://coinmarketcap.com/currencies/oasis-network/,https://coinmarketcap.com/currencies/oasis-network/historical-data/,https://github.com/oasisprotocol/oasis-core,"Cosmos Ecosystem,AI & Big Data,Collectibles & NFTs"
106,107,Gnosis,GNO,https://coinmarketcap.com/currencies/gnosis-gno/,https://coinmarketcap.com/currencies/gnosis-gno/historical-data/,,"Services,Decentralized Exchange (DEX) Token,DeFi"
107,108,Basic Attention Token,BAT,https://coinmarketcap.com/currencies/basic-attention-token/,https://coinmarketcap.com/currencies/basic-attention-token/historical-data/,https://github.com/brave-intl/bat-ledger,"Marketing,Content Creation,DeFi"
108,109,SafePal,SFP,https://coinmarketcap.com/currencies/safepal/,https://coinmarketcap.com/currencies/safepal/historical-data/,https://github.com/SafePalWallet,"Wallet,Binance Launchpad,Injective Ecosystem"
109,110,1inch Network,1INCH,https://coinmarketcap.com/currencies/1inch/,https://coinmarketcap.com/currencies/1inch/historical-data/,https://github.com/1inch,"Decentralized Exchange (DEX) Token,DeFi,Wallet"
110,111,Sei,SEI,https://coinmarketcap.com/currencies/sei/,https://coinmarketcap.com/currencies/sei/historical-data/,https://github.com/sei-protocol,"Coinbase Ventures Portfolio,Multicoin Capital Portfolio,Layer 1"
111,112,Chia,XCH,https://coinmarketcap.com/currencies/chia-network/,https://coinmarketcap.com/currencies/chia-network/historical-data/,https://github.com/Chia-Network/chia-blockchain,
112,113,Loopring,LRC,https://coinmarketcap.com/currencies/loopring/,https://coinmarketcap.com/currencies/loopring/historical-data/,https://github.com/loopring,"Marketplace,Decentralized Exchange (DEX) Token,DeFi"
113,114,Enjin Coin,ENJ,https://coinmarketcap.com/currencies/enjin-coin/,https://coinmarketcap.com/currencies/enjin-coin/historical-data/,https://github.com/enjin/,"Media,Collectibles & NFTs,Gaming"
114,115,Helium,HNT,https://coinmarketcap.com/currencies/helium/,https://coinmarketcap.com/currencies/helium/historical-data/,https://github.com/helium/,"Mineable,Enterprise Solutions,Distributed Computing"
115,116,Qtum,QTUM,https://coinmarketcap.com/currencies/qtum/,https://coinmarketcap.com/currencies/qtum/historical-data/,https://github.com/qtumproject/qtum/,"Platform,Smart Contracts,Kenetic Capital Portfolio"
116,117,Ethereum Name Service,ENS,https://coinmarketcap.com/currencies/ethereum-name-service/,https://coinmarketcap.com/currencies/ethereum-name-service/historical-data/,https://github.com/ensdomains,"DAO,Governance,Web3"
117,118,NEM,XEM,https://coinmarketcap.com/currencies/nem/,https://coinmarketcap.com/currencies/nem/historical-data/,https://github.com/NemProject,"PoI,Medium of Exchange,Payments"
118,119,Bitcoin Gold,BTG,https://coinmarketcap.com/currencies/bitcoin-gold/,https://coinmarketcap.com/currencies/bitcoin-gold/historical-data/,https://github.com/BTCGPU/BTCGPU,"Mineable,Medium of Exchange,Payments"
119,120,SingularityNET,AGIX,https://coinmarketcap.com/currencies/singularitynet/,https://coinmarketcap.com/currencies/singularitynet/historical-data/,https://github.com/singnet/,"Marketplace,AI & Big Data,Payments"
120,121,Convex Finance,CVX,https://coinmarketcap.com/currencies/convex-finance/,https://coinmarketcap.com/currencies/convex-finance/historical-data/,https://github.com/convex-eth/platform,"DeFi,Yield Aggregator"
121,122,Mask Network,MASK,https://coinmarketcap.com/currencies/mask-network/,https://coinmarketcap.com/currencies/mask-network/historical-data/,https://github.com/DimensionDev/Maskbook,"Communications & Social Media,Collectibles & NFTs,Content Creation"
122,123,Celo,CELO,https://coinmarketcap.com/currencies/celo/,https://coinmarketcap.com/currencies/celo/historical-data/,https://github.com/celo-org/celo-monorepo/,"PoS,Zero Knowledge Proofs,Mobile"
123,124,Theta Fuel,TFUEL,https://coinmarketcap.com/currencies/theta-fuel/,https://coinmarketcap.com/currencies/theta-fuel/historical-data/,https://github.com/thetatoken/theta-protocol-ledger,"Media,Content Creation,DeFi"
124,125,Decred,DCR,https://coinmarketcap.com/currencies/decred/,https://coinmarketcap.com/currencies/decred/historical-data/,https://github.com/decred/,"Mineable,Hybrid - PoW & PoS,BLAKE256"
125,126,Ankr,ANKR,https://coinmarketcap.com/currencies/ankr/,https://coinmarketcap.com/currencies/ankr/historical-data/,https://github.com/Ankr-network,"Platform,Cosmos Ecosystem,Enterprise Solutions"
126,127,Ravencoin,RVN,https://coinmarketcap.com/currencies/ravencoin/,https://coinmarketcap.com/currencies/ravencoin/historical-data/,https://github.com/RavenProject/Ravencoin,"Mineable,PoW,Platform"
127,128,Osmosis,OSMO,https://coinmarketcap.com/currencies/osmosis/,https://coinmarketcap.com/currencies/osmosis/historical-data/,https://github.com/osmosis-labs/osmosis,"Cosmos Ecosystem,Injective Ecosystem"
128,129,Ocean Protocol,OCEAN,https://coinmarketcap.com/currencies/ocean-protocol/,https://coinmarketcap.com/currencies/ocean-protocol/historical-data/,https://github.com/oceanprotocol,"Platform,AI & Big Data,DeFi"
129,130,yearn.finance,YFI,https://coinmarketcap.com/currencies/yearn-finance/,https://coinmarketcap.com/currencies/yearn-finance/historical-data/,https://github.com/yearn/iearn-finance,"DeFi,DAO,Yield Farming"
130,131,Livepeer,LPT,https://coinmarketcap.com/currencies/livepeer/,https://coinmarketcap.com/currencies/livepeer/historical-data/,https://github.com/livepeer,"Coinfund Portfolio,DCG Portfolio,Pantera Capital Portfolio"
131,132,Holo,HOT,https://coinmarketcap.com/currencies/holo/,https://coinmarketcap.com/currencies/holo/historical-data/,https://github.com/holochain/holochain-rust,"Platform,Distributed Computing,Filesharing"
132,133,JUST,JST,https://coinmarketcap.com/currencies/just/,https://coinmarketcap.com/currencies/just/historical-data/,,"DeFi,TRON Ecosystem"
133,134,STEPN,GMT,https://coinmarketcap.com/currencies/green-metaverse-token/,https://coinmarketcap.com/currencies/green-metaverse-token/historical-data/,,"Collectibles & NFTs,Gaming,BNB Smart Chain"
134,135,Balancer,BAL,https://coinmarketcap.com/currencies/balancer/,https://coinmarketcap.com/currencies/balancer/historical-data/,https://github.com/balancer-labs,"Decentralized Exchange (DEX) Token,DeFi,DAO"
135,136,aelf,ELF,https://coinmarketcap.com/currencies/aelf/,https://coinmarketcap.com/currencies/aelf/historical-data/,https://github.com/aelfProject,"Marketplace,Enterprise Solutions,Arrington XRP Capital Portfolio"
136,137,Fetch.ai,FET,https://coinmarketcap.com/currencies/fetch/,https://coinmarketcap.com/currencies/fetch/historical-data/,https://github.com/fetchai,"Cosmos Ecosystem,AI & Big Data,Collectibles & NFTs"
137,138,Blur,BLUR,https://coinmarketcap.com/currencies/blur-token/,https://coinmarketcap.com/currencies/blur-token/historical-data/,,Collectibles & NFTs
138,139,Waves,WAVES,https://coinmarketcap.com/currencies/waves/,https://coinmarketcap.com/currencies/waves/historical-data/,https://github.com/wavesplatform/,"LPoS,Platform,Smart Contracts"
139,140,Golem,GLM,https://coinmarketcap.com/currencies/golem-network-tokens/,https://coinmarketcap.com/currencies/golem-network-tokens/historical-data/,https://github.com/golemfactory/golem,"Platform,Distributed Computing,Payments"
140,141,Aragon,ANT,https://coinmarketcap.com/currencies/aragon/,https://coinmarketcap.com/currencies/aragon/historical-data/,,"Platform,Enterprise Solutions,DAO"
141,142,Audius,AUDIO,https://coinmarketcap.com/currencies/audius/,https://coinmarketcap.com/currencies/audius/historical-data/,,"Music,DAO,Coinbase Ventures Portfolio"
142,143,JasmyCoin,JASMY,https://coinmarketcap.com/currencies/jasmy/,https://coinmarketcap.com/currencies/jasmy/historical-data/,,"IoT,Ethereum Ecosystem,DWF Labs Portfolio"
143,144,FLOKI,FLOKI,https://coinmarketcap.com/currencies/floki-inu/,https://coinmarketcap.com/currencies/floki-inu/historical-data/,https://github.com/floki-inu,"Gaming,Memes,Metaverse"
144,145,Threshold,T,https://coinmarketcap.com/currencies/threshold/,https://coinmarketcap.com/currencies/threshold/historical-data/,https://github.com/threshold-network,Bitcoin Ecosystem
145,146,ICON,ICX,https://coinmarketcap.com/currencies/icon/,https://coinmarketcap.com/currencies/icon/historical-data/,https://github.com/icon-project,"Platform,Enterprise Solutions,Interoperability"
146,147,Kusama,KSM,https://coinmarketcap.com/currencies/kusama/,https://coinmarketcap.com/currencies/kusama/historical-data/,https://github.com/kusamanetwork,"Substrate,Polkadot Ecosystem,CMS Holdings Portfolio"
147,148,Siacoin,SC,https://coinmarketcap.com/currencies/siacoin/,https://coinmarketcap.com/currencies/siacoin/historical-data/,https://github.com/SiaFoundation,"Mineable,PoW,Blake2b"
148,149,Worldcoin,WLD,https://coinmarketcap.com/currencies/worldcoin-org/,https://coinmarketcap.com/currencies/worldcoin-org/historical-data/,https://github.com/worldcoin,"Privacy,Zero Knowledge Proofs,Identity"
149,150,Solar,SXP,https://coinmarketcap.com/currencies/sxp/,https://coinmarketcap.com/currencies/sxp/historical-data/,https://github.com/Solar-network,"Medium of Exchange,DeFi,Payments"
150,151,Terra,LUNA,https://coinmarketcap.com/currencies/terra-luna-v2/,https://coinmarketcap.com/currencies/terra-luna-v2/historical-data/,https://github.com/terra-money/core,Alleged SEC Securities
151,152,Illuvium,ILV,https://coinmarketcap.com/currencies/illuvium/,https://coinmarketcap.com/currencies/illuvium/historical-data/,,"Collectibles & NFTs,Gaming,DAO"
152,153,Hive,HIVE,https://coinmarketcap.com/currencies/hive-blockchain/,https://coinmarketcap.com/currencies/hive-blockchain/historical-data/,https://github.com/openhive-network/hive,"DPoS,Media,Content Creation"
153,154,0x Protocol,ZRX,https://coinmarketcap.com/currencies/0x/,https://coinmarketcap.com/currencies/0x/historical-data/,https://github.com/0xProject,"Platform,Decentralized Exchange (DEX) Token,DeFi"
154,155,EthereumPoW,ETHW,https://coinmarketcap.com/currencies/ethereum-pow/,https://coinmarketcap.com/currencies/ethereum-pow/historical-data/,https://github.com/ethereumpow,PoW
155,156,Ontology,ONT,https://coinmarketcap.com/currencies/ontology/,https://coinmarketcap.com/currencies/ontology/historical-data/,https://github.com/ontio,"Enterprise Solutions,Identity,Metaverse"
156,157,ssv.network,SSV,https://coinmarketcap.com/currencies/ssv-network/,https://coinmarketcap.com/currencies/ssv-network/historical-data/,https://github.com/bloxapp/ssv-web,
157,158,Moonbeam,GLMR,https://coinmarketcap.com/currencies/moonbeam/,https://coinmarketcap.com/currencies/moonbeam/historical-data/,https://github.com/PureStake/moonbeam,"Smart Contracts,Substrate,Polkadot"
158,159,IOST,IOST,https://coinmarketcap.com/currencies/iostoken/,https://coinmarketcap.com/currencies/iostoken/historical-data/,,"Hardware,IoT,Huobi Capital Portfolio"
159,160,Band Protocol,BAND,https://coinmarketcap.com/currencies/band-protocol/,https://coinmarketcap.com/currencies/band-protocol/historical-data/,https://github.com/bandprotocol,"Cosmos Ecosystem,DeFi,Oracles"
160,161,Biconomy,BICO,https://coinmarketcap.com/currencies/biconomy/,https://coinmarketcap.com/currencies/biconomy/historical-data/,https://github.com/bcnmy,"Platform,Interoperability,Coinbase Ventures Portfolio"
161,162,Harmony,ONE,https://coinmarketcap.com/currencies/harmony/,https://coinmarketcap.com/currencies/harmony/historical-data/,https://github.com/harmony-one,"Platform,Enterprise Solutions,Scaling"
162,163,WAX,WAXP,https://coinmarketcap.com/currencies/wax/,https://coinmarketcap.com/currencies/wax/historical-data/,https://github.com/worldwide-asset-exchange/,"Media,Collectibles & NFTs,Gaming"
163,164,SushiSwap,SUSHI,https://coinmarketcap.com/currencies/sushiswap/,https://coinmarketcap.com/currencies/sushiswap/historical-data/,https://github.com/sushiswap/sushiswap,"Collectibles & NFTs,Decentralized Exchange (DEX) Token,DeFi"
164,165,Axelar,AXL,https://coinmarketcap.com/currencies/axelar/,https://coinmarketcap.com/currencies/axelar/historical-data/,https://github.com/axelarnetwork,"Interoperability,Ethereum Ecosystem,Coinbase Ventures Portfolio"
165,166,IoTeX,IOTX,https://coinmarketcap.com/currencies/iotex/,https://coinmarketcap.com/currencies/iotex/historical-data/,https://github.com/iotexproject/iotex-core,"Platform,IoT,Hashkey Capital Portfolio"
166,167,MAGIC,MAGIC,https://coinmarketcap.com/currencies/magic-token/,https://coinmarketcap.com/currencies/magic-token/historical-data/,https://github.com/TreasureProject/,"Gaming,Metaverse,Arbitrum Ecosystem"
167,168,Merit Circle,MC,https://coinmarketcap.com/currencies/merit-circle/,https://coinmarketcap.com/currencies/merit-circle/historical-data/,,"Gaming,Binance Launchpool,Governance"
168,169,TerraClassicUSD,USTC,https://coinmarketcap.com/currencies/terrausd/,https://coinmarketcap.com/currencies/terrausd/historical-data/,https://github.com/terra-project,"Cosmos Ecosystem,Stablecoin,Algorithmic Stablecoin"
169,170,Kadena,KDA,https://coinmarketcap.com/currencies/kadena/,https://coinmarketcap.com/currencies/kadena/historical-data/,https://github.com/kadena-io/chainweb-node,"Mineable,PoW,Blake2S"
170,171,UniBot,UNIBOT,https://coinmarketcap.com/currencies/unibot-eth/,https://coinmarketcap.com/currencies/unibot-eth/historical-data/,,"Ethereum Ecosystem,Telegram Bot"
171,172,BORA,BORA,https://coinmarketcap.com/currencies/bora/,https://coinmarketcap.com/currencies/bora/historical-data/,,"Marketplace,Gaming"
172,173,Nervos Network,CKB,https://coinmarketcap.com/currencies/nervos-network/,https://coinmarketcap.com/currencies/nervos-network/historical-data/,https://github.com/nervosnetwork,"Mineable,PoW,Platform"
173,174,DigiByte,DGB,https://coinmarketcap.com/currencies/digibyte/,https://coinmarketcap.com/currencies/digibyte/historical-data/,https://github.com/DigiByte-Core,"Mineable,PoW,Multiple algorithms"
174,175,Stargate Finance,STG,https://coinmarketcap.com/currencies/stargate-finance/,https://coinmarketcap.com/currencies/stargate-finance/historical-data/,,"Ethereum Ecosystem,Avalanche Ecosystem,Polygon Ecosystem"
175,176,DAO Maker,DAO,https://coinmarketcap.com/currencies/dao-maker/,https://coinmarketcap.com/currencies/dao-maker/historical-data/,https://github.com/daomaker,"DeFi,Governance,Launchpad"
176,177,MobileCoin,MOB,https://coinmarketcap.com/currencies/mobilecoin/,https://coinmarketcap.com/currencies/mobilecoin/historical-data/,https://github.com/mobilecoinfoundation/mobilecoin,"Privacy,Payments,Arrington XRP Capital Portfolio"
177,178,Ribbon Finance,RBN,https://coinmarketcap.com/currencies/ribbon-finance/,https://coinmarketcap.com/currencies/ribbon-finance/historical-data/,https://github.com/ribbon-finance,"Derivatives,Coinbase Ventures Portfolio,Real World Assets"
178,179,Core,CORE,https://coinmarketcap.com/currencies/core-dao/,https://coinmarketcap.com/currencies/core-dao/historical-data/,,
179,180,SKALE,SKL,https://coinmarketcap.com/currencies/skale-network/,https://coinmarketcap.com/currencies/skale-network/historical-data/,https://github.com/skalenetwork,"Platform,Scaling,Smart Contracts"
180,181,Flux,FLUX,https://coinmarketcap.com/currencies/zel/,https://coinmarketcap.com/currencies/zel/historical-data/,https://github.com/runonflux,"Mineable,PoW,Distributed Computing"
181,182,UMA,UMA,https://coinmarketcap.com/currencies/uma/,https://coinmarketcap.com/currencies/uma/historical-data/,https://github.com/UMAprotocol,"DeFi,Derivatives,Oracles"
182,183,Horizen,ZEN,https://coinmarketcap.com/currencies/horizen/,https://coinmarketcap.com/currencies/horizen/historical-data/,https://github.com/HorizenOfficial,"Mineable,PoW,Medium of Exchange"
183,184,Galxe,GAL,https://coinmarketcap.com/currencies/galxe/,https://coinmarketcap.com/currencies/galxe/historical-data/,,"Binance Launchpool,MVB,Spartan Group"
184,185,Reserve Rights,RSR,https://coinmarketcap.com/currencies/reserve-rights/,https://coinmarketcap.com/currencies/reserve-rights/historical-data/,https://github.com/reserve-protocol,"Store Of Value,DeFi,Coinbase Ventures Portfolio"
185,186,TomoChain,TOMO,https://coinmarketcap.com/currencies/tomochain/,https://coinmarketcap.com/currencies/tomochain/historical-data/,https://github.com/tomochain/,"Platform,Alameda Research Portfolio,Injective Ecosystem"
186,187,Everscale,EVER,https://coinmarketcap.com/currencies/everscale/,https://coinmarketcap.com/currencies/everscale/historical-data/,https://github.com/tonlabs/ever-sdk,Everscale Ecosystem
187,188,STP,STPT,https://coinmarketcap.com/currencies/standard-tokenization-protocol/,https://coinmarketcap.com/currencies/standard-tokenization-protocol/historical-data/,,"DeFi,Payments"
188,189,Lisk,LSK,https://coinmarketcap.com/currencies/lisk/,https://coinmarketcap.com/currencies/lisk/historical-data/,https://github.com/LiskHQ/lisk-sdk,"DPoS,Platform,Enterprise Solutions"
189,190,Nano,XNO,https://coinmarketcap.com/currencies/nano/,https://coinmarketcap.com/currencies/nano/historical-data/,https://github.com/nanocurrency,"DAG,Blake2b,Medium of Exchange"
190,191,Storj,STORJ,https://coinmarketcap.com/currencies/storj/,https://coinmarketcap.com/currencies/storj/historical-data/,https://github.com/storj/storj,"Platform,Distributed Computing,Filesharing"
191,192,Alchemy Pay,ACH,https://coinmarketcap.com/currencies/alchemy-pay/,https://coinmarketcap.com/currencies/alchemy-pay/historical-data/,https://github.com/Alchemy-GPS,DWF Labs Portfolio
192,193,Kyber Network Crystal v2,KNC,https://coinmarketcap.com/currencies/kyber-network-crystal-v2/,https://coinmarketcap.com/currencies/kyber-network-crystal-v2/historical-data/,https://github.com/kybernetwork,"Marketplace,Decentralized Exchange (DEX) Token,DeFi"
193,194,Cartesi,CTSI,https://coinmarketcap.com/currencies/cartesi/,https://coinmarketcap.com/currencies/cartesi/historical-data/,https://github.com/cartesi,"PoS,Platform,Cosmos Ecosystem"
194,195,Celer Network,CELR,https://coinmarketcap.com/currencies/celer-network/,https://coinmarketcap.com/currencies/celer-network/historical-data/,https://github.com/celer-network,"Platform,Enterprise Solutions,Zero Knowledge Proofs"
195,196,PlayDapp,PLA,https://coinmarketcap.com/currencies/playdapp/,https://coinmarketcap.com/currencies/playdapp/historical-data/,https://github.com/playdapp,"Gaming,Ethereum Ecosystem,Metaverse"
196,197,Pundi X (New),PUNDIX,https://coinmarketcap.com/currencies/pundix-new/,https://coinmarketcap.com/currencies/pundix-new/historical-data/,,
197,198,Vulcan Forged PYR,PYR,https://coinmarketcap.com/currencies/vulcan-forged-pyr/,https://coinmarketcap.com/currencies/vulcan-forged-pyr/historical-data/,,"Collectibles & NFTs,Gaming,Entertainment"
198,199,Status,SNT,https://coinmarketcap.com/currencies/status/,https://coinmarketcap.com/currencies/status/historical-data/,https://github.com/status-im,"Media,Content Creation,Privacy"
199,200,Amp,AMP,https://coinmarketcap.com/currencies/amp/,https://coinmarketcap.com/currencies/amp/historical-data/,https://github.com/amptoken,"SEC Security Token,Alleged SEC Securities"
